vysoudit	vy-soud-i-t
fatra	fatr-a
čtyřnohý	čtyř-noh-ý
nemanželská	ne-manžel-sk-á
leželo	lež-e-l-o
zprostředkuje	z-pro-střed-k-uje
ubezpečovat	u-bez-peč-ova-t
jídlo	jí-dl-o
ramena	ram-en-a
kdyby	kd-y-by
nalívat	na-lí-v-a-t
drtit	drt-i-t
kupuje	kup-uje
vykoupení	vy-koup-en-í
napjatého	na-pj-a-t-ého
přivádí	při-vád-í
kterákoliv	kter-á-koliv
zamyšleně	za-myšl-e-n-ě
okukovat	o-kuk-ova-t
přihlížet	při-hlíž-e-t
pouštívat	poušt-í-v-a-t
lamarckova	lamarck-ov-a
přisévat	při-sé-v-a-t
žonglovat	žongl-ova-t
sbalení	s-bal-en-í
poplést	po-plést
podpínat	pod-pín-a-t
viktor	viktor
gólman	gól-man
zorientovat	z-orient-ova-t
železnorudsko	želez-n-o-rud-sk-o
zahučet	za-huč-e-t
poškubat	po-škub-a-t
zajajkat	za-jajk-a-t
umoudřet	u-moudř-e-t
polozbořeného	polo-z-boř-en-ého
dopřát	do-přá-t
sprašový	s-praš-ov-ý
kovošrot	kov-o-šrot
chrupnout	chrup-nou-t
zamžívat	za-mž-í-v-a-t
letý	let-ý
výpotek	vý-pot-ek
poinformovat	po-in-form-ova-t
zeslyšitelnit	ze-slyš-i-tel-n-i-t
sousede	sou-sed-e
přiobjednávat	při-ob-jedn-á-v-a-t
tuhletu	t-u-hle-t-u
jediná	jedin-á
zatesnout	za-tes-nou-t
přebásnit	pře-básn-i-t
projevit	pro-jev-i-t
vzhlížet	vz-hlíž-e-t
piston	piston
zanarchizovat	z-an-arch-iz-ova-t
zmatkář	z-mat-k-ář
vmíchávat	v-mích-á-v-a-t
ztrémovat	z-trém-ova-t
kvádr	kvádr
přehmatávat	pře-hmat-á-v-a-t
předtancovat	před-tanc-ova-t
pevná	pevn-á
prodělávat	pro-děl-á-v-a-t
prorůstat	pro-růst-a-t
domluvy	do-mluv-y
besemerovací	besemer-ova-c-í
minikonflikt	mini-konflikt
dřevotisk	dřev-o-tisk
odvlhčit	od-vlh-č-i-t
zákonech	zá-kon-ech
zdomácnit	z-dom-ác-n-i-t
štandrle	štandrl-e
odklepe	od-klep-e
obšírný	ob-šír-n-ý
puchřet	puchř-e-t
peripetie	peripeti-e
prodlévá	pro-dlé-v-á
nevyrušovat	ne-vy-ruš-ova-t
drda	drda
oborů	o-bor-ů
podporu	pod-por-u
dětinství	dět-in-stv-í
ťapat	ťap-a-t
křupnout	křup-nou-t
metodický	metod-ic-k-ý
vrchní	vrch-n-í
stanovovat	stan-ov-ova-t
prohodit	pro-hod-i-t
mondéna	mondén-a
dopustili	do-pust-i-l-i
futrovat	futr-ova-t
zatčeného	za-tč-en-ého
podskočit	pod-skoč-i-t
utíkám	u-tík-á-m
udobřit	u-dobř-i-t
letadlo	let-a-dl-o
záblesku	zá-blesk-u
stamp	stamp
říká	řík-á
kutálel	kutál-e-l
nejužším	nej-už-š-ím
udloubávat	u-dloub-á-v-a-t
závěrky	zá-věr-k-y
mnohanásobný	mnoh-a-násob-n-ý
pončo	ponč-o
výborný	vý-bor-n-ý
postup	po-stup
ovazoval	o-vaz-ova-l
bafnout	baf-nou-t
vyfešákovat	vy-feš-ák-ova-t
špion	špion
dělení	děl-en-í
postavy	po-stav-y
potrhat	po-trh-a-t
nahromadit	na-hromad-i-t
kejklat	kejkl-a-t
pětikvalt	pět-i-kvalt
prostoupit	pro-stoup-i-t
sekce	sekc-e
exoparazit	exo-parazit
přejde	pře-jd-e
šplhadlo	šplh-a-dl-o
sešvihat	se-švih-a-t
anonymních	an-onym-n-ích
veselohra	vesel-o-hr-a
sdílet	s-díl-e-t
kantovi	kant-ovi
pocintaný	po-cint-a-n-ý
roztikat	roz-tik-a-t
přikouzlit	při-kouzl-i-t
promasírovat	pro-mas-ír-ova-t
nakadeřit	na-kadeř-i-t
rozchichotat	roz-chich-ot-a-t
hněda	hněd-a
vrazím	v-raz-í-m
linky	lin-k-y
základním	zá-klad-n-ím
trojčíslím	tr-oj-čísl-ím
uřízněte	u-říz-ně-te
rohovinný	roh-ovin-n-ý
zarostlý	za-rost-l-ý
vchlipovat	v-chlip-ova-t
zlatohorský	zlat-o-hor-sk-ý
výpověď	vý-po-věď
krvelačnou	krv-e-lačn-ou
diaspoře	dia-spoř-e
mentalita	mental-it-a
dokousnout	do-kous-nou-t
semiaktivní	semi-akt-iv-n-í
překyselit	pře-kys-el-i-t
šartéku	šarték-u
rozdělení	roz-děl-en-í
přestavit	pře-stav-i-t
špička	špič-k-a
ošívat	o-ší-v-a-t
kódovat	kód-ova-t
píchnout	pích-nou-t
skoulet	s-koul-e-t
mamlasovi	maml-as-ovi
nejistotou	ne-jist-ot-ou
vybořit	vy-boř-i-t
vytočit	vy-toč-i-t
cvok	cvok
zauzlovávat	za-uzl-ová-v-a-t
vřes	vřes
seděl	sed-ě-l
vyjet	vy-je-t
zneuznat	z-ne-u-zn-a-t
počastovat	po-čast-ova-t
výstupní	vý-stup-n-í
paralelogram	paralel-o-gram
mezinárodním	mezi-ná-rod-n-ím
federaci	feder-ac-i
klamstvo	klamstv-o
svrasknout	s-vrask-nou-t
zrost	zrost
předvařit	před-vař-i-t
katalyzovat	kata-lyz-ova-t
proruský	pro-rus-k-ý
biarritzi	biarritz-i
fenomenalismu	fenomen-al-ism-u
protkané	pro-tk-a-n-é
slévat	s-lé-v-a-t
transcendenci	tran-scend-enc-i
zuhelnět	z-uhel-n-ě-t
říje	říj-e
prodávaném	pro-d-á-v-a-n-ém
ochochoch	och-och-och
nezávisle	ne-zá-vis-l-e
vysvětlovat	vy-svět-l-ova-t
zachroptět	za-chrop-t-ě-t
hníst	hníst
spirála	spirál-a
autor	aut-or
vhodný	v-hod-n-ý
severoameričané	sever-o-američ-an-é
švestka	švestk-a
odloženou	od-lož-en-ou
přetlouci	pře-tlouc-i
věřívat	věř-í-v-a-t
poté	po-t-é
schůzi	s-chůz-i
vyhasnout	vy-has-nou-t
usmrcující	u-s-mr-c-uj-íc-í
skalice	skal-ic-e
videopůjčovnách	vide-o-půjč-ov-n-ách
ceník	cen-ík
žleb	žleb
zahnojit	za-hnoj-i-t
křičeli	křič-e-l-i
ateliér	ateliér
materiálem	materi-ál-em
nečekaly	ne-ček-a-l-y
členové	člen-ové
plechy	plech-y
překombinovat	pře-kom-bin-ova-t
rouhal	rouh-a-l
vycpat	vy-cp-a-t
lucernami	lucer-n-ami
ukryl	u-kry-l
vyspravit	vy-s-prav-i-t
snažili	snaž-i-l-i
zpodstatnět	z-pod-stat-n-ě-t
dovésti	do-vés-ti
přísti	přís-ti
nezávislých	ne-zá-vis-l-ých
producentů	pro-duc-ent-ů
přibrzdit	při-brzd-i-t
bouchnout	bouch-nou-t
zvěčnit	z-věč-n-i-t
sanders	sanders
vana	van-a
dozvíme	do-zv-í-me
zelenka	zelen-k-a
beton	beton
rozběsnit	roz-běs-n-i-t
sobotu	sobot-u
známkou	znám-k-ou
klidným	klid-n-ým
lymfa	lymf-a
mlela	ml-e-l-a
přimknout	při-mk-nou-t
elektřina	elektř-in-a
vzpomínal	vz-po-mín-a-l
lodi	lod-i
keramzitbeton	keram-zit-beton
nezdá	ne-z-dá
vlísávat	v-lís-á-v-a-t
nepřekročila	ne-pře-kroč-i-l-a
bedla	bedl-a
nahraditelnost	na-hrad-i-teln-ost
podoba	po-dob-a
nespím	ne-sp-í-m
empatie	em-pat-i-e
usoudit	u-soud-i-t
vyjmenovávat	vy-jmen-ová-v-a-t
štemplovat	štempl-ova-t
harmonovat	harm-on-ova-t
ukrátit	u-krát-i-t
chrupat	chrup-a-t
zotavovat	z-otav-ova-t
utěšit	u-těš-i-t
sychrovem	sychrov-em
bible	bibl-e
marihuanově	marihuan-ov-ě
rezoluce	rezoluc-e
krásně	krás-n-ě
důraznost	dů-raz-n-ost
drhlen	drhlen
vymáčknout	vy-máčk-nou-t
vyznamenat	vy-znam-en-a-t
studénka	studén-k-a
duchaplným	duch-a-pln-ým
stanic	stan-ic
šelf	šelf
vlajkonoš	vlajk-o-noš
správném	s-práv-n-ém
hlásávat	hlás-á-v-a-t
konstrukci	kon-strukc-i
pošťuchnout	po-šťuch-nou-t
norbert	norbert
svaté	svat-é
zalívat	za-lí-v-a-t
vydatný	vy-da-t-n-ý
vojáků	voj-ák-ů
levín	levín
strnisko	strnisk-o
zřásnět	z-řás-n-ě-t
dozrávat	do-zrá-v-a-t
osípět	o-síp-ě-t
zabředávat	za-břed-á-v-a-t
mnichova	mnichov-a
spojeno	s-poj-en-o
komplikující	kom-plik-uj-íc-í
zabojovat	za-boj-ova-t
okrajovým	o-kraj-ov-ým
výnosných	vý-nos-n-ých
hradu	hrad-u
motta	mott-a
zabřednout	za-břed-nou-t
šarm	šarm
coly	col-y
odklad	od-klad
ozvalo	o-zv-a-l-o
zřetězit	z-řetěz-i-t
dostání	do-stá-n-í
vykrašlovat	vy-kraš-l-ova-t
skot	skot
představený	před-stav-en-ý
nasmažit	na-smaž-i-t
spucat	s-puc-a-t
jiřina	jiř-in-a
pěnobeton	pěn-o-beton
zmužnět	z-muž-n-ě-t
popřát	po-přá-t
zteřet	z-teř-e-t
žezlo	žezl-o
vychlemtat	vy-chlemt-a-t
naplňuje	na-plň-uje
špíz	špíz
labyrint	labyrint
ventil	ventil
sdělte	s-děl-te
upouštět	u-poušt-ě-t
zasířit	za-síř-i-t
předloh	před-loh
přírodních	pří-rod-n-ích
sezobávat	se-zob-á-v-a-t
rozhlas	roz-hlas
nadání	na-d-á-n-í
jedné	jedn-é
přestřihávat	pře-střih-á-v-a-t
bylina	byl-in-a
brodivost	brod-iv-ost
bronzovat	bronz-ova-t
pomáhal	po-máh-a-l
kterou	kter-ou
pročistil	pro-čist-i-l
středočeská	střed-o-čes-k-á
vyčeřit	vy-čeř-i-t
doručkovat	do-ruč-k-ova-t
seštelovat	se-štel-ova-t
subjektivním	sub-jekt-iv-n-ím
vyvenčit	vy-ven-č-i-t
roztažený	roz-taž-en-ý
promáchnout	pro-mách-nou-t
zdekovat	z-dek-ova-t
viadukt	via-dukt
piktogram	pikto-gram
poglazovat	po-glaz-ova-t
západě	zá-pad-ě
národů	ná-rod-ů
prosycovat	pro-syc-ova-t
odfiltrovávat	od-filtr-ová-v-a-t
obydlit	o-bydl-i-t
vítězů	vítěz-ů
desateronásobek	desat-er-o-násob-e-k
přemastit	pře-mast-i-t
ohlávka	o-hláv-k-a
vysoký	vys-ok-ý
radiozařízení	radi-o-za-říz-en-í
čtvrtá	čtvrt-á
šlechetného	šlechet-n-ého
dallas	dallas
jednotlivců	jednotlivců
zavázal	za-váz-a-l
polštářovat	polštář-ova-t
bádání	bád-á-n-í
palcem	palc-em
obelstívat	obe-lst-í-v-a-t
naklepnout	na-klep-nou-t
odpínat	od-pín-a-t
vyvažovat	vy-važ-ova-t
usedlost	u-sed-l-ost
frita	frit-a
kamenolom	kamen-o-lom
rozsýchat	roz-sých-a-t
másla	másl-a
smog	smog
ovlažovat	o-vlaž-ova-t
rozsssápu	roz-sssáp-u
biodožínky	bio-do-žín-k-y
exemplář	exemplář
křesťanskému	křesť-an-sk-ému
povolit	po-vol-i-t
seychelančin	seychel-an-č-in
notesu	notes-u
zatrhávat	za-trh-á-v-a-t
sedmibodová	sedm-i-bod-ov-á
výčitkami	vý-čit-k-ami
videomost	vide-o-most
čoudu	čoud-u
protiletecký	proti-let-ec-k-ý
kočka	koč-k-a
zvládnou	z-vlád-n-ou
stanislavem	stanislav-em
dvanáctičlennou	dv-a-náct-i-člen-n-ou
strategie	strategie
zastupitelstvo	za-stup-i-tel-stv-o
referendum	re-fer-end-um
inženýr	inženýr
zaněcovat	za-něc-ova-t
spelovat	spel-ova-t
blomkampův	blomkamp-ův
rado	rad-o
kiksnout	kiks-nou-t
nanogramů	nano-gram-ů
životní	ži-v-ot-n-í
stále	stál-e
zas	zas
mez	mez
korespondence	ko-re-spond-enc-e
chytím	chyt-í-m
nezralost	ne-zral-ost
táže	táž-e
bubnech	bubn-ech
chlubil	chlub-i-l
stočil	s-toč-i-l
neplacení	ne-plac-en-í
mimoparlamentní	mimo-parlament-n-í
dotázat	do-táz-a-t
vyklást	vy-klás-t
nerada	ne-rad-a
chlapů	chlap-ů
přibýt	při-bý-t
provléknout	pro-vlék-nou-t
destillata	destillata
řechtat	řecht-a-t
činný	čin-n-ý
pánev	pánev
křivský	křivsk-ý
zformátovat	z-form-át-ova-t
ježit	jež-i-t
kantorovat	kant-or-ova-t
raubovat	raub-ova-t
zpovídávat	z-po-víd-á-v-a-t
unavení	u-nav-en-í
zachraptět	za-chrap-t-ě-t
protéci	pro-téc-i
dourčovat	do-urč-ova-t
odevzdat	ode-vz-d-a-t
rajky	raj-k-y
čtvrtletí	čtvrt-let-í
obecních	obec-n-ích
zlo	zl-o
opláchnout	o-plách-nou-t
klark	klark
přepínat	pře-pín-a-t
zkonkretizovat	z-kon-kret-iz-ova-t
předtuchový	před-tuch-ov-ý
nepřišly	ne-při-š-l-y
schůze	s-chůz-e
nesnášel	ne-s-náš-e-l
vykývnout	vy-kýv-nou-t
historicky	histor-ick-y
zahájením	za-háj-en-ím
ne	ne
rozhozenýma	roz-hoz-en-ýma
zažitý	za-ži-t-ý
fungující	fung-uj-íc-í
vesnický	ves-nic-k-ý
znovuprožívat	znovu-pro-ží-v-a-t
zakomíhat	za-ko-míh-a-t
ombudsman	ombuds-man
napěstovat	na-pěst-ova-t
kapsář	kaps-ář
ztlápnutelný	z-tláp-nu-teln-ý
berehovsky	bereh-ov-sk-y
přicházel	při-cház-e-l
studni	studn-i
rifle	rifl-e
hrudi	hrud-i
jůů	jůů
prosnít	pro-sn-í-t
popovézt	po-po-véz-t
nosí	nos-í
poměrně	po-měr-n-ě
načapat	na-čap-a-t
proseknout	pro-sek-nou-t
okrouhávat	o-krouh-á-v-a-t
švihov	švih-ov
turnaji	turnaj-i
subjektu	sub-jekt-u
studiu	stud-i-u
připažovat	při-paž-ova-t
jednostranný	jedn-o-stran-n-ý
lebkou	lebk-ou
osprchovat	o-s-prch-ova-t
rozjídat	roz-jíd-a-t
divadle	div-a-dl-e
popráškovat	po-práš-k-ova-t
němé	něm-é
vmačkat	v-mačk-a-t
namlet	na-ml-e-t
štědré	štědr-é
všechna	vš-echn-a
libovolné	lib-o-vol-n-é
pozor	po-zor
stěnách	stěn-ách
svlažovat	s-vlaž-ova-t
churavosti	chur-av-ost-i
velkou	vel-k-ou
zvrhlé	z-vrh-l-é
přerušil	pře-ruš-i-l
suchopárnou	such-o-pár-n-ou
počítačů	po-čít-a-č-ů
zintenzívnět	z-in-tenz-ív-n-ě-t
červenokřídlými	červen-o-křídl-ými
lukrativní	lukrat-iv-n-í
sjezd	s-jezd
ojezdit	o-jezd-i-t
selektovat	se-lekt-ova-t
vzpomněla	vz-po-mn-ě-l-a
ztupit	z-tup-i-t
patře	patř-e
olíbávat	o-líb-á-v-a-t
zbezmocnit	z-bez-moc-n-i-t
pokřižovat	po-křiž-ova-t
odtékat	od-ték-a-t
úcty	ú-ct-y
nejnáročnější	nej-ná-roč-n-ějš-í
pokrývači	po-krý-v-a-č-i
rozrachotit	roz-rach-ot-i-t
uvysvětlovat	u-vy-svět-l-ova-t
motivována	motiv-ová-n-a
lokvenc	lokvenc
sigma	sigm-a
iniciátorem	inici-át-or-em
neskrývají	ne-s-krý-v-aj-í
kaplanovat	kaplan-ova-t
vposlouchatelně	v-po-slouch-a-teln-ě
vynáší	vy-náš-í
nabýt	na-bý-t
přijuchat	při-juch-a-t
válčit	vál-č-i-t
vlahý	vlah-ý
letos	let-os
veškerému	veš-k-er-ému
předvědecky	před-věd-ec-k-y
svině	svin-ě
došplíchnout	do-šplích-nou-t
uvykávat	u-vyk-á-v-a-t
kulhat	kulh-a-t
dosupět	do-sup-ě-t
vrba	vrb-a
řeka	řek-a
uškrcen	u-škrc-en
podrýpat	pod-rýp-a-t
hudebník	hud-eb-n-ík
dosavadním	do-savad-n-ím
zváti	zv-á-ti
usadit	u-sad-i-t
dovlát	do-vlá-t
skalpovat	skalp-ova-t
jadernou	jader-n-ou
úspěchu	ú-spěch-u
pečetit	pečet-i-t
fialovět	fial-ov-ě-t
kapesníkem	kapes-ník-em
olenko	olenk-o
humny	humn-y
lavina	lav-in-a
ťukat	ťuk-a-t
pozeleňovaný	po-zeleň-ova-n-ý
darda	dard-a
zjevit	z-jev-i-t
zaléhávat	za-léh-á-v-a-t
pokořovat	po-koř-ova-t
pracoval	prac-ova-l
zplošťovat	z-plošť-ova-t
důvěřuju	dů-věř-uj-u
ochudil	o-chud-i-l
róba	rób-a
majorem	major-em
zkoprnět	z-koprn-ě-t
otazovat	o-taz-ova-t
předjímat	před-jím-a-t
ovce	ovc-e
strýčkovi	strýč-k-ovi
zarousat	za-rous-a-t
nedojdou	ne-do-jd-ou
vlnit	vln-i-t
obrušovat	o-bruš-ova-t
nikde	ni-kd-e
ač	ač
nalezne	na-lez-ne
vyjuknout	vy-juk-nou-t
samou	sam-ou
sokolov	sokol-ov
zmagnetovat	z-magnet-ova-t
lísat	lís-a-t
hřebit	hřeb-i-t
lajznout	lajz-nou-t
letíš	let-í-š
odkoulet	od-koul-e-t
troufat	trouf-a-t
škytnout	škyt-nou-t
naplivávat	na-pliv-á-v-a-t
dluží	dluž-í
asimilovány	a-simil-ová-n-y
zahrnovat	za-hrn-ova-t
maličký	mal-ičk-ý
světelný	svět-eln-ý
christianizovat	christi-an-iz-ova-t
prorezavět	pro-rez-av-ě-t
rozkreslovat	roz-kres-l-ova-t
nudy	nud-y
osmělovat	o-směl-ova-t
konektor	konekt-or
odrazem	od-raz-em
třídenní	tř-í-den-n-í
zjitřit	z-jitř-i-t
motýlek	motýl-ek
čimčarovat	čimčar-ova-t
transmutovat	trans-mut-ova-t
narodili	na-rod-i-l-i
buldok	buldok
stanovit	stan-ov-i-t
okamura	okamur-a
mediální	medi-ál-n-í
nějž	n-ěj-ž
ovlivnit	o-v-liv-n-i-t
zdřevnatět	z-dřev-n-at-ě-t
dmout	dm-ou-t
židoviník	žid-o-vin-ík
nejlevnějším	nej-levn-ějš-ím
zřasovat	z-řas-ova-t
videosvět	vide-o-svět
presumovat	pre-sum-ova-t
ředitelem	řed-i-tel-em
používají	pou-ží-v-aj-í
pivovarů	piv-o-var-ů
brčál	brčál
prostřené	pro-stř-e-n-é
režimu	režim-u
nezlob	ne-zlob
pakovat	pak-ova-t
zabažit	za-baž-i-t
apercipovat	a-per-cip-ova-t
naleštit	na-lešt-i-t
narážet	na-ráž-e-t
münchen	münchen
zglajchšaltovat	z-glajch-šalt-ova-t
sese	ses-e
náboženským	ná-bož-en-sk-ým
vyslovuje	vy-slov-uje
páprda	páprd-a
hejkavec	hejkavec
vysýpat	vy-sýp-a-t
vykondenzovávat	vy-kon-denz-ová-v-a-t
nezabijí	ne-za-bi-j-í
plachtou	placht-ou
tatry	tatr-y
dobytí	do-by-tí
byrokracie	byro-krac-i-e
vyvážecí	vy-váž-e-c-í
zklamat	z-klam-a-t
zasnoubili	za-snoub-i-l-i
sak	sak
penalta	penalt-a
služeb	služ-eb
nadběhnu	nad-běh-n-u
šeřit	šeř-i-t
opričnina	opričn-in-a
homogenní	homo-gen-n-í
španělský	španěl-sk-ý
protonotář	proto-not-ář
dřel	dř-e-l
přihrábnout	při-hráb-nou-t
branky	bran-k-y
odmáznout	od-máz-nou-t
uspořádanými	u-s-po-řád-a-n-ými
zjednodušovali	z-jedn-o-duš-ova-l-i
zahranit	za-hran-i-t
veďte	veď-te
vládávatelnost	vlád-á-v-a-teln-ost
zahromovat	za-hrom-ova-t
odhlavičkovávat	od-hlav-ič-k-ová-v-a-t
pověsíme	po-věs-í-me
vystydnout	vy-styd-nou-t
typografie	typ-o-graf-i-e
bývalo	bý-v-a-l-o
zadýchnout	za-dých-nou-t
považ	po-važ
dřík	dřík
tvor	tvor
kosa	kos-a
proniknouti	pro-nik-nou-ti
zakrsat	za-krs-a-t
žertovat	žert-ova-t
lať	lať
ropovod	rop-o-vod
přidupat	při-dup-a-t
atrahovat	a-trah-ova-t
jinak	jin-ak
dá	d-á
zakrajovat	za-kraj-ova-t
zakolotávatelně	za-kol-ot-á-v-a-teln-ě
zaservírovat	za-serv-ír-ova-t
obrůsti	ob-růs-ti
bzučení	bzuč-e-n-í
šmejknout	šmejk-nou-t
minula	mi-nu-l-a
dostatečně	do-sta-t-eč-n-ě
švih	švih
směje	smě-je
nabídl	na-bíd-l
ochromnout	o-chrom-nou-t
pospíchávat	po-spích-á-v-a-t
dotrpět	do-trp-ě-t
zreprodukovat	z-re-pro-duk-ova-t
zproštěn	z-prošt-ěn
narolovat	na-rol-ova-t
šopování	šop-ová-n-í
sápa	sáp-a
vyklešťovat	vy-klešť-ova-t
moce	moc-e
průmyslu	prů-mysl-u
nejvzdálenější	nej-vz-dál-e-n-ěj-š-í
konkurenční	konkur-enč-n-í
vedl	ved-l
loučívat	louč-í-v-a-t
vytesávat	vy-tes-á-v-a-t
rozžhnout	roz-žh-nou-t
zavíjely	za-víj-e-l-y
nejsou	ne-js-ou
drahoslav	drah-o-slav
hudlaři	hudl-ař-i
aspektovat	a-spekt-ova-t
rozbruslovat	roz-brusl-ova-t
plavcům	plav-c-ům
přizabít	při-za-bí-t
žebrat	žebr-a-t
kterak	kter-ak
politik	polit-ik
sehnutý	se-h-nu-t-ý
nedovedeme	ne-do-ved-e-me
dvorku	dvor-k-u
pokalit	po-kal-i-t
ocásek	ocás-ek
posolit	po-sol-i-t
zúčastnit	z-ú-čast-n-i-t
běžel	běž-e-l
neškrtí	ne-škrt-í
poštorná	poštor-n-á
vyděrovat	vy-děr-ova-t
procestovat	pro-cest-ova-t
zapříčinit	za-pří-čin-i-t
nejefektivnější	nej-efekt-iv-n-ějš-í
polokoule	polo-koul-e
příslušet	pří-sluš-e-t
přebílit	pře-bíl-i-t
ohodit	o-hod-i-t
preexistovat	pre-ex-ist-ova-t
pozotvírat	po-z-ot-vír-a-t
chladnout	chlad-nou-t
čas	čas
napočítávat	na-po-čít-á-v-a-t
prostydnout	pro-styd-nou-t
sehrávat	se-hrá-v-a-t
jihosicilský	jih-o-sicil-sk-ý
lidskými	lid-sk-ými
upříti	u-př-í-ti
kroužívat	krouž-í-v-a-t
božský	bož-sk-ý
povzbudivé	po-vz-bud-i-v-é
cayenne	cayenn-e
hořkost	hořk-ost
weber	weber
římsovaný	říms-ova-n-ý
přesvědčivá	pře-s-věd-č-i-v-á
odrásat	o-drás-a-t
kamuflovat	kamufl-ova-t
egypta	egypt-a
pardubice	pardub-ic-e
rafineriemi	rafin-eri-emi
bestseller	best-sell-er
klasického	klasic-k-ého
típnout	típ-nou-t
nárok	ná-rok
líčil	líč-i-l
rozlišit	roz-liš-i-t
zkrmit	z-krm-i-t
vyhřezávat	vy-hřez-á-v-a-t
vydařit	vy-dař-i-t
lamp	lamp
nadzvedávaje	nad-z-ved-á-v-aj-e
emanuel	emanuel
daremná	daremn-á
šrotit	šrot-i-t
dojídat	do-jíd-a-t
spisy	s-pis-y
hádal	hád-a-l
důraz	dů-raz
arizovat	ar-iz-ova-t
rozdmýchat	roz-dmých-a-t
vyplentovat	vy-plent-ova-t
nevyřešíme	ne-vy-řeš-í-me
vyčinit	vy-čin-i-t
vydouvat	vy-dou-v-a-t
hekávat	hek-á-v-a-t
utichat	u-tich-a-t
adolf	adolf
pomeškávat	po-mešk-á-v-a-t
hodlám	hodl-á-m
čina	čin-a
rival	rival
třicetiletý	tř-i-cet-i-let-ý
sklonek	s-klon-ek
jež	j-e-ž
středozápad	střed-o-zá-pad
nasívat	na-sí-v-a-t
brusle	brusl-e
fialek	fial-ek
geochemie	geo-chemie
papež	papež
ford	ford
zásluha	zá-sluh-a
příchozího	pří-choz-ího
úvalno	ú-val-n-o
vymizovat	vy-miz-ova-t
utnu	u-tn-u
magnetizovat	magnet-iz-ova-t
týdenní	týden-n-í
pojímání	po-jím-á-n-í
chřoustat	chřoust-a-t
spravedlivý	s-prav-ed-l-iv-ý
reinkarnovat	re-in-karn-ova-t
dukla	dukl-a
zažadonit	za-žad-on-i-t
božském	bož-sk-ém
bezmeznou	bez-mez-n-ou
polyreakce	poly-re-akc-e
švenkr	švenkr
zjalovovávání	z-jalov-ová-v-á-n-í
zarděnkami	za-rd-ě-n-k-ami
usnesení	u-s-nes-en-í
kolo	kol-o
čelákovice	čelák-ov-ic-e
vytryskly	vy-trysk-l-y
fotit	fot-i-t
napěchovavší	na-pěch-ova-vš-í
pumpovat	pump-ova-t
zdechnout	z-dech-nou-t
bronz	bronz
zéva	zév-a
troše	troš-e
zavřel	za-vř-e-l
zkrmovat	z-krm-ova-t
připlavat	při-plav-a-t
planout	pla-nou-t
kudrnatit	kudr-n-at-i-t
letním	let-n-ím
dne	dn-e
čtvrtletního	čtvrt-let-n-ího
džunky	džunk-y
rozsazený	roz-saz-en-ý
zvláčit	z-vláč-i-t
limuzína	limuzín-a
plastičnost	plast-ič-n-ost
rozumné	roz-um-n-é
autopřehlídka	auto-pře-hlíd-k-a
vypláznout	vy-pláz-nou-t
depatetizovat	de-pat-et-iz-ova-t
karneval	karneval
osušovat	o-suš-ova-t
obmyslit	ob-mysl-i-t
protihodnoty	proti-hod-n-ot-y
vrůst	v-růst
rozžmoulat	roz-žmoul-a-t
stráže	stráž-e
kamny	kamn-y
sexyhrátky	sexy-hrá-tk-y
účelnější	ú-čel-n-ěj-š-í
přeli	př-e-l-i
utvařovat	u-tvař-ova-t
podráždit	po-drážd-i-t
vyplatila	vy-plat-i-l-a
půlmaraton	půl-maraton
ekonomii	eko-nom-i-i
mechanickou	mechan-ic-k-ou
kvokat	kvok-a-t
snížit	s-níž-i-t
přírodně	pří-rod-n-ě
bryndza	bryndz-a
ujednat	u-jedn-a-t
utrpení	u-trp-e-n-í
znojit	znoj-i-t
přimrazit	při-mraz-i-t
morálce	morál-c-e
zaposlouchávat	za-po-slouch-á-v-a-t
předsouvat	před-sou-v-a-t
lidoop	lid-o-op
protizemanovské	proti-zeman-ov-sk-é
vyplácat	vy-plác-a-t
zaklínal	za-klí-n-a-l
rumburk	rumburk
bojeschopný	boj-e-s-chop-n-ý
jasnosti	jas-n-ost-i
pěna	pěn-a
autobusem	auto-bus-em
nepamatuju	ne-pamat-uj-u
povát	po-vá-t
vnitrofiremní	v-nitr-o-firem-n-í
zmastit	z-mast-i-t
detroit	detroit
hospodářovy	hospod-ář-ov-y
vycachtat	vy-cacht-a-t
zložit	z-lož-i-t
odvodňovat	od-vod-ň-ova-t
pleso	ples-o
přisvětlovat	při-svět-l-ova-t
východních	vý-chod-n-ích
revoluci	revol-uc-i
bzíkat	bzík-a-t
genobanka	gen-o-bank-a
minimálně	minim-ál-n-ě
přeputovávání	pře-put-ová-v-á-n-í
tezaurovat	tez-aur-ova-t
taxovat	tax-ova-t
systém	systém
kvalifikace	kvali-fik-ac-e
vyhladit	vy-hlad-i-t
denzitometrie	denzit-o-metr-i-e
posilňovat	po-sil-ň-ova-t
zapustit	za-pust-i-t
přizpůsobivost	při-z-pů-sob-i-v-ost
odlehlejších	od-leh-l-ejš-ích
splňuje	s-plň-uje
nechutnalo	ne-chut-n-a-l-o
připudrovat	při-pudr-ova-t
praktického	prakt-ic-k-ého
mha	mh-a
teozof	teo-zof
ptáti	pt-á-ti
hydra	hydr-a
přemýšlivější	pře-mýšl-iv-ějš-í
pustého	pust-ého
nakynout	na-kyn-ou-t
protifašistický	proti-faš-ist-ick-ý
jí	j-í
odklopovat	od-klop-ova-t
ruch	ruch
přijdu	při-jd-u
vítězné	vítěz-n-é
spořitelna	s-poř-i-teln-a
